Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Title,FamilyName,Kinship,Deck,Alone,AgeGroup
0,2,0,57.0,0,0,619,5.25,2,3,360,0,4,1.0,0
0,3,1,29.0,0,0,201,7.22,0,2,173,0,8,1.0,0
1,2,0,54.0,1,3,236,23.0,2,3,260,4,8,0.0,0
0,3,1,18.0,0,0,330,7.75,2,2,421,0,8,1.0,0
0,3,1,29.0,0,0,481,7.75,1,2,603,0,5,1.0,0
1,3,0,5.0,0,0,432,6.24,2,1,175,0,8,1.0,1
0,3,1,29.0,0,0,450,7.74,1,2,310,0,8,1.0,0
1,1,0,43.0,0,1,141,70.45,2,3,513,1,1,0.0,0
1,3,0,13.0,0,0,208,7.23,0,1,30,0,8,1.0,3
1,1,0,17.0,1,0,89,28.5,2,3,154,1,1,0.0,3
0,1,1,29.0,0,0,26,30.0,2,2,353,0,3,1.0,0
0,3,1,29.0,1,2,675,11.72,2,2,293,3,8,0.0,0
0,3,1,25.0,0,0,643,7.05,2,2,10,0,8,1.0,0
0,3,1,25.0,0,0,474,7.25,2,2,238,0,8,1.0,0
1,3,0,18.0,0,0,243,7.5,2,1,561,0,8,1.0,0
0,3,1,8.0,4,1,480,5.82,1,0,505,5,8,0.0,1
1,3,1,1.0,1,2,548,10.29,2,0,150,3,8,0.0,1
0,1,1,46.0,0,0,592,39.6,0,2,226,0,1,1.0,0
0,3,1,29.0,0,0,66,7.75,1,2,304,0,8,1.0,0
0,2,1,16.0,0,0,139,13.0,2,2,204,0,8,1.0,3
0,3,0,29.0,8,2,568,9.94,2,1,532,10,8,0.0,0
0,1,1,29.0,0,0,597,30.7,0,2,271,0,8,1.0,0
0,3,1,25.0,0,0,350,7.9,2,2,145,0,8,1.0,0
0,2,1,39.0,0,0,223,13.0,2,2,460,0,8,1.0,0
1,1,0,49.0,0,0,87,25.93,2,4,330,0,3,1.0,0
1,3,0,31.0,0,0,383,8.68,2,3,458,0,8,1.0,0
0,3,1,30.0,0,0,206,7.23,0,2,274,0,8,1.0,0
0,3,0,30.0,1,1,307,8.05,2,3,619,2,8,0.0,0
0,2,1,34.0,0,0,164,6.5,2,2,493,0,8,1.0,0
1,2,0,31.0,1,1,556,8.75,2,3,122,2,8,0.0,0
1,1,1,11.0,1,2,33,30.0,2,0,100,3,1,0.0,1
1,3,1,0.42,0,1,174,8.52,0,0,599,1,8,0.0,1
1,3,1,27.0,0,0,338,6.98,2,2,249,0,8,1.0,0
0,3,1,31.0,0,0,320,7.78,2,2,291,0,8,1.0,0
0,1,1,39.0,0,0,12,0.0,2,2,19,0,0,1.0,0
0,3,0,18.0,0,0,336,7.78,2,1,487,0,8,1.0,0
0,2,1,39.0,0,0,154,13.0,2,2,395,0,8,1.0,0
1,1,0,33.0,1,0,51,26.55,2,3,104,1,4,0.0,0
0,3,1,26.0,0,0,339,7.89,2,2,8,0,8,1.0,0
0,3,1,39.0,0,0,519,12.08,2,2,340,0,8,1.0,0
0,2,1,35.0,0,0,222,10.5,2,2,566,0,8,1.0,0
0,3,0,6.0,4,2,333,4.47,2,1,16,6,8,0.0,1
0,3,1,30.5,0,0,427,8.05,2,2,605,0,8,1.0,0
0,1,1,29.0,0,0,15,0.0,2,2,196,0,1,1.0,0
0,3,0,23.0,0,0,671,7.92,2,1,252,0,8,1.0,0
0,2,1,31.0,1,1,618,18.5,0,2,367,2,8,0.0,0
0,3,1,43.0,0,0,543,6.45,2,2,264,0,8,1.0,0
0,3,1,10.0,3,2,337,4.65,2,0,563,5,8,0.0,1
1,1,0,52.0,1,1,67,46.75,2,3,247,2,1,0.0,0
1,3,1,27.0,0,0,269,8.66,2,2,357,0,8,1.0,0
0,1,1,38.0,0,0,97,0.0,2,4,503,0,8,1.0,0
1,3,0,27.0,0,1,486,6.24,2,3,407,1,4,0.0,0
0,3,1,2.0,4,1,249,6.61,2,0,464,5,8,0.0,1
0,3,1,29.0,0,0,448,6.95,1,2,185,0,8,1.0,0
0,3,1,29.0,0,0,80,8.07,2,2,324,0,8,1.0,0
1,2,1,1.0,0,2,618,18.5,0,0,367,2,8,0.0,1
1,3,1,29.0,0,0,442,7.75,1,2,379,0,8,1.0,0
1,1,0,62.0,0,0,32,40.0,3,3,584,0,1,1.0,2
1,3,0,15.0,1,0,188,7.23,0,3,653,1,8,0.0,3
1,2,1,0.83,1,1,237,6.25,2,0,507,2,8,0.0,1
0,3,1,29.0,0,0,199,7.23,0,2,529,0,8,1.0,0
0,3,1,23.0,0,0,342,7.85,2,2,29,0,8,1.0,0
0,3,1,18.0,0,0,107,8.3,2,2,13,0,8,1.0,0
1,1,0,39.0,1,1,609,83.16,0,1,123,2,4,0.0,0
0,3,1,21.0,0,0,268,8.66,2,2,469,0,8,1.0,0
0,3,1,29.0,0,0,485,8.05,2,2,558,0,8,1.0,0
1,3,1,32.0,0,0,80,8.07,2,2,109,0,8,1.0,0
1,1,1,29.0,0,0,62,29.7,0,2,371,0,2,1.0,0
0,3,1,20.0,0,0,647,7.92,2,2,9,0,8,1.0,0
0,2,1,16.0,0,0,619,5.25,2,2,417,0,8,1.0,3
1,1,0,30.0,0,0,47,15.5,0,1,543,0,8,1.0,0
0,3,1,34.5,0,0,205,6.44,0,2,336,0,8,1.0,0
0,3,1,17.0,0,0,264,8.66,2,2,135,0,8,1.0,3
0,3,1,42.0,0,0,563,7.55,2,2,0,0,8,1.0,0
0,3,1,29.0,8,2,568,9.94,2,2,532,10,8,0.0,0
0,3,1,35.0,0,0,359,7.9,0,2,372,0,8,1.0,0
0,2,1,28.0,0,1,155,11.0,2,4,239,1,8,0.0,0
1,1,0,29.0,1,0,84,44.55,0,3,216,1,2,0.0,0
0,3,1,4.0,4,2,333,4.47,2,0,16,6,8,0.0,1
0,3,1,74.0,0,0,317,7.78,2,2,593,0,8,1.0,2
0,3,0,9.0,1,1,203,7.62,0,1,67,2,8,0.0,1
1,1,0,16.0,0,1,591,39.4,2,1,350,1,3,0.0,3
0,2,0,44.0,1,0,144,13.0,2,3,100,1,8,0.0,0
1,3,0,18.0,0,1,484,9.35,2,3,6,1,8,0.0,0
1,1,0,45.0,1,1,453,82.43,2,3,641,2,8,0.0,0
1,1,1,51.0,0,0,23,26.55,2,2,141,0,4,1.0,0
1,3,0,24.0,0,3,194,4.81,0,3,32,3,8,0.0,0
0,3,1,29.0,0,0,178,7.23,0,2,498,0,8,1.0,0
0,3,1,41.0,2,0,399,14.11,2,2,235,2,8,0.0,0
0,2,1,21.0,1,0,221,11.5,2,2,209,1,8,0.0,0
1,1,0,48.0,0,0,88,25.93,2,3,594,0,3,1.0,0
0,3,0,29.0,8,2,568,9.94,2,1,532,10,8,0.0,0
0,2,1,24.0,0,0,120,13.0,2,2,211,0,8,1.0,0
1,2,0,42.0,0,0,126,13.0,2,3,84,0,8,1.0,0
1,2,0,27.0,1,0,632,13.86,0,1,168,1,8,0.0,0
0,1,1,31.0,0,0,590,50.5,2,2,515,0,0,1.0,0
0,3,1,29.0,0,0,309,9.5,2,2,666,0,8,1.0,0
1,3,1,4.0,1,1,344,3.71,2,0,292,2,8,0.0,1
0,3,1,26.0,0,0,387,7.9,2,2,35,0,8,1.0,0
1,1,0,47.0,1,1,54,26.28,2,3,50,2,3,0.0,0
0,1,1,33.0,0,0,502,5.0,2,2,97,0,1,1.0,0
0,3,1,47.0,0,0,303,9.0,2,2,624,0,8,1.0,0
1,2,0,28.0,1,0,575,12.0,0,3,2,1,8,0.0,0
1,3,0,15.0,0,0,195,7.22,0,1,423,0,8,1.0,3
0,3,1,20.0,0,0,504,4.92,2,2,227,0,8,1.0,0
0,3,1,19.0,0,0,358,7.9,2,2,485,0,8,1.0,0
0,3,1,29.0,0,0,363,7.9,2,2,323,0,8,1.0,0
1,1,0,56.0,0,1,59,41.58,0,3,495,1,2,0.0,0
1,2,0,25.0,0,1,115,13.0,2,3,548,1,8,0.0,0
0,3,1,33.0,0,0,394,7.9,2,2,373,0,8,1.0,0
0,3,0,22.0,0,0,508,10.52,2,1,139,0,8,1.0,0
0,2,1,28.0,0,0,565,10.5,2,2,37,0,8,1.0,0
0,3,1,25.0,0,0,650,7.05,2,2,591,0,8,1.0,0
0,3,0,39.0,0,5,480,5.82,1,3,505,5,8,0.0,0
0,2,1,27.0,0,0,101,13.0,2,4,406,0,8,1.0,0
1,1,0,19.0,0,0,14,30.0,2,1,221,0,1,1.0,0
0,3,0,29.0,1,2,675,11.72,2,1,293,3,8,0.0,0
1,1,1,26.0,0,0,8,30.0,0,2,52,0,2,1.0,0
0,3,1,32.0,0,0,466,7.75,1,2,159,0,8,1.0,0
